Id,Habit,Date,Note,Check In Count,Days in Streak,Prop Count,Comment Count,URL
25466020,Brush Teeth at Night,2014-05-24,,138,1,0,0,https://www.coach.me/c/25466020
25466022,Eat vegetables,2014-05-24,,277,1,0,0,https://www.coach.me/c/25466022
25466025,NoP!,2014-05-24,,360,1,0,0,https://www.coach.me/c/25466025
25466027,Pray,2014-05-24,,492,14,0,0,https://www.coach.me/c/25466027
25480951,Stretch in the morning,2014-05-25,,325,3,0,0,https://www.coach.me/c/25480951
25480955,Read Bible,2014-05-25,,180,3,0,0,https://www.coach.me/c/25480955
25480961,Sleep at least 8 hours,2014-05-25,,238,6,0,0,https://www.coach.me/c/25480961
25502669,Pray,2014-05-25,,493,15,0,0,https://www.coach.me/c/25502669
25520696,Stretch in the morning,2014-05-26,,326,4,0,0,https://www.coach.me/c/25520696
25520698,Sleep at least 8 hours,2014-05-26,,239,7,0,0,https://www.coach.me/c/25520698
25520778,Read Bible,2014-05-26,,181,4,0,0,https://www.coach.me/c/25520778
25520782,Pray,2014-05-26,,494,16,0,0,https://www.coach.me/c/25520782
25520785,Morning Workout,2014-05-26,,316,1,0,0,https://www.coach.me/c/25520785
25531619,Wash face in the morning,2014-05-26,,218,1,0,0,https://www.coach.me/c/25531619
25531624,Go to gym,2014-05-26,,44,1,0,0,https://www.coach.me/c/25531624
25531625,Eat vegetables,2014-05-26,,278,1,0,0,https://www.coach.me/c/25531625
25531627,Floss,2014-05-26,,67,1,0,0,https://www.coach.me/c/25531627
25531628,Brush Teeth in the Morning,2014-05-26,,214,1,0,0,https://www.coach.me/c/25531628
25542559,Work on personal Project ,2014-05-26,,49,1,0,0,https://www.coach.me/c/25542559
25544175,Read feedly,2014-05-26,,101,1,0,0,https://www.coach.me/c/25544175
25544176,Read,2014-05-26,,273,1,0,0,https://www.coach.me/c/25544176
25561712,Sleep at least 8 hours,2014-05-27,,240,8,0,0,https://www.coach.me/c/25561712
25567117,Morning Workout,2014-05-27,,317,2,0,0,https://www.coach.me/c/25567117
25567120,Pray,2014-05-27,,495,17,0,0,https://www.coach.me/c/25567120
25567122,Read Bible,2014-05-27,,182,5,0,0,https://www.coach.me/c/25567122
25567123,Stretch in the morning,2014-05-27,,327,5,0,0,https://www.coach.me/c/25567123
25567125,Wash face in the morning,2014-05-27,,219,2,0,0,https://www.coach.me/c/25567125
25590406,2 hours or less of television,2014-05-27,,310,1,0,0,https://www.coach.me/c/25590406
25590409,Cook,2014-05-27,,105,1,0,0,https://www.coach.me/c/25590409
25590416,NoP!,2014-05-27,,361,1,0,0,https://www.coach.me/c/25590416
25590418,Read,2014-05-27,,274,2,0,0,https://www.coach.me/c/25590418
25590420,Read feedly,2014-05-27,,102,2,0,0,https://www.coach.me/c/25590420
25590423,Work on personal Project ,2014-05-27,,50,2,0,0,https://www.coach.me/c/25590423
25625578,Morning Workout,2014-05-28,,318,3,0,0,https://www.coach.me/c/25625578
25625583,Pray,2014-05-28,,496,18,0,0,https://www.coach.me/c/25625583
25625585,Read,2014-05-28,,275,3,0,0,https://www.coach.me/c/25625585
25625586,Read Bible,2014-05-28,,183,6,0,0,https://www.coach.me/c/25625586
25625588,Sleep at least 8 hours,2014-05-28,,241,9,0,0,https://www.coach.me/c/25625588
25625590,Stretch in the morning,2014-05-28,,328,6,0,0,https://www.coach.me/c/25625590
25625592,Wash face in the morning,2014-05-28,,220,3,0,0,https://www.coach.me/c/25625592
25635919,Cook,2014-05-28,,106,2,0,0,https://www.coach.me/c/25635919
25635921,Eat vegetables,2014-05-28,,279,1,0,0,https://www.coach.me/c/25635921
25637557,Read feedly,2014-05-28,,103,3,0,0,https://www.coach.me/c/25637557
25637558,NoP!,2014-05-28,,362,2,0,0,https://www.coach.me/c/25637558
25664565,Morning Workout,2014-05-29,,319,4,0,0,https://www.coach.me/c/25664565
25664571,Pray,2014-05-29,,497,19,0,0,https://www.coach.me/c/25664571
25664572,Read Bible,2014-05-29,,184,7,0,0,https://www.coach.me/c/25664572
25664577,Sleep at least 8 hours,2014-05-29,,242,10,0,0,https://www.coach.me/c/25664577
25664576,Stretch in the morning,2014-05-29,,329,7,0,0,https://www.coach.me/c/25664576
25684437,2 hours or less of television,2014-05-29,,311,1,0,0,https://www.coach.me/c/25684437
25684439,NoP!,2014-05-29,,363,3,0,0,https://www.coach.me/c/25684439
25684442,Work on personal Project ,2014-05-29,,51,1,0,0,https://www.coach.me/c/25684442
25684445,Read,2014-05-29,,276,4,0,0,https://www.coach.me/c/25684445
25724867,2 hours or less of television,2014-05-30,,312,2,0,0,https://www.coach.me/c/25724867
25724863,Drank,2014-05-30,,157,1,0,0,https://www.coach.me/c/25724863
25724861,NoP!,2014-05-30,,364,4,0,0,https://www.coach.me/c/25724861
25702275,Stretch in the morning,2014-05-30,,330,8,0,0,https://www.coach.me/c/25702275
25702276,Sleep at least 8 hours,2014-05-30,,243,11,0,0,https://www.coach.me/c/25702276
25702278,Read Bible,2014-05-30,,185,8,0,0,https://www.coach.me/c/25702278
25702280,Morning Workout,2014-05-30,,320,5,0,0,https://www.coach.me/c/25702280
25713695,Eat vegetables,2014-05-30,,280,1,0,0,https://www.coach.me/c/25713695
25713697,Pray,2014-05-30,,498,20,0,0,https://www.coach.me/c/25713697
25713699,Read,2014-05-30,,277,5,0,0,https://www.coach.me/c/25713699
25715444,Go to gym,2014-05-30,,45,1,0,0,https://www.coach.me/c/25715444
25719321,Read feedly,2014-05-30,,104,1,0,0,https://www.coach.me/c/25719321
25758414,Floss,2014-05-31,,68,1,0,0,https://www.coach.me/c/25758414
25742449,Go to gym,2014-05-31,,46,2,0,0,https://www.coach.me/c/25742449
25742457,Pray,2014-05-31,,499,21,0,0,https://www.coach.me/c/25742457
25751262,Cook,2014-05-31,,107,1,0,0,https://www.coach.me/c/25751262
25751274,Stretch in the morning,2014-05-31,,331,9,0,0,https://www.coach.me/c/25751274
25772234,Sleep at least 8 hours,2014-06-01,,244,1,0,0,https://www.coach.me/c/25772234
25772237,Read Bible,2014-06-01,,186,1,0,0,https://www.coach.me/c/25772237
25775516,Work on personal Project ,2014-06-01,,52,1,0,0,https://www.coach.me/c/25775516
25790903,Read,2014-06-01,,278,1,0,0,https://www.coach.me/c/25790903
25790906,Read feedly,2014-06-01,,105,1,0,0,https://www.coach.me/c/25790906
25790909,Pray,2014-06-01,,500,22,0,0,https://www.coach.me/c/25790909
25798816,Cook,2014-06-01,,108,2,0,0,https://www.coach.me/c/25798816
25798820,Eat vegetables,2014-06-01,,281,1,0,0,https://www.coach.me/c/25798820
25870886,2 hours or less of television,2014-06-02,,313,1,0,0,https://www.coach.me/c/25870886
25824432,Morning Workout,2014-06-02,,321,1,0,0,https://www.coach.me/c/25824432
25824434,Read,2014-06-02,,279,2,0,0,https://www.coach.me/c/25824434
25824437,Read Bible,2014-06-02,,187,2,0,0,https://www.coach.me/c/25824437
25824439,Pray,2014-06-02,,501,23,0,0,https://www.coach.me/c/25824439
25824441,Sleep at least 8 hours,2014-06-02,,245,2,0,0,https://www.coach.me/c/25824441
25824443,Stretch in the morning,2014-06-02,,332,1,0,0,https://www.coach.me/c/25824443
25846640,NoP!,2014-06-02,,365,1,0,0,https://www.coach.me/c/25846640
25914414,Read feedly,2014-06-03,,106,1,0,0,https://www.coach.me/c/25914414
25914411,Read,2014-06-03,,280,3,0,0,https://www.coach.me/c/25914411
25914409,NoP!,2014-06-03,,366,2,0,0,https://www.coach.me/c/25914409
25870875,Stretch in the morning,2014-06-03,,333,2,0,0,https://www.coach.me/c/25870875
25870876,Sleep at least 8 hours,2014-06-03,,246,3,0,0,https://www.coach.me/c/25870876
25870877,Read Bible,2014-06-03,,188,3,0,0,https://www.coach.me/c/25870877
25870881,Morning Workout,2014-06-03,,322,2,0,0,https://www.coach.me/c/25870881
25888080,Go to gym,2014-06-03,,47,1,0,0,https://www.coach.me/c/25888080
25888083,Pray,2014-06-03,,502,24,0,0,https://www.coach.me/c/25888083
25888091,Eat vegetables,2014-06-03,,282,1,0,0,https://www.coach.me/c/25888091
25962846,NoP!,2014-06-04,,367,3,0,0,https://www.coach.me/c/25962846
25962836,Brush Teeth at Night,2014-06-04,,139,1,0,0,https://www.coach.me/c/25962836
25920883,Wash face in the morning,2014-06-04,,221,1,0,0,https://www.coach.me/c/25920883
25920885,Sleep at least 8 hours,2014-06-04,,247,4,0,0,https://www.coach.me/c/25920885
25920887,Stretch in the morning,2014-06-04,,334,3,0,0,https://www.coach.me/c/25920887
25920888,Read Bible,2014-06-04,,189,4,0,0,https://www.coach.me/c/25920888
25920891,Morning Workout,2014-06-04,,323,3,0,0,https://www.coach.me/c/25920891
25942013,Read,2014-06-04,,281,4,0,0,https://www.coach.me/c/25942013
25942016,Pray,2014-06-04,,503,25,0,0,https://www.coach.me/c/25942016
25945426,Read feedly,2014-06-04,,107,2,0,0,https://www.coach.me/c/25945426
25969726,Wash face in the morning,2014-06-05,,222,2,0,0,https://www.coach.me/c/25969726
25969729,Stretch in the morning,2014-06-05,,335,4,0,0,https://www.coach.me/c/25969729
25969732,Sleep at least 8 hours,2014-06-05,,248,5,0,0,https://www.coach.me/c/25969732
25969741,Read Bible,2014-06-05,,190,5,0,0,https://www.coach.me/c/25969741
25969764,Pray,2014-06-05,,504,26,0,0,https://www.coach.me/c/25969764
25969776,Morning Workout,2014-06-05,,324,4,0,0,https://www.coach.me/c/25969776
25989318,Drink green tea,2014-06-05,,187,1,0,0,https://www.coach.me/c/25989318
25989323,Work on personal Project ,2014-06-05,,53,1,0,0,https://www.coach.me/c/25989323
25990939,Read feedly,2014-06-05,,108,3,0,0,https://www.coach.me/c/25990939
25990948,NoP!,2014-06-05,,368,4,0,0,https://www.coach.me/c/25990948
26054297,Eat vegetables,2014-06-06,,283,1,0,0,https://www.coach.me/c/26054297
26054296,Pray,2014-06-06,,505,27,0,0,https://www.coach.me/c/26054296
26054295,Read,2014-06-06,,282,1,0,0,https://www.coach.me/c/26054295
26054294,Read Bible,2014-06-06,,191,6,0,0,https://www.coach.me/c/26054294
26054293,Read feedly,2014-06-06,,109,4,0,0,https://www.coach.me/c/26054293
26054291,Sleep at least 8 hours,2014-06-06,,249,6,0,0,https://www.coach.me/c/26054291
26054290,Stretch in the morning,2014-06-06,,336,5,0,0,https://www.coach.me/c/26054290
26054289,Wash face in the morning,2014-06-06,,223,3,0,0,https://www.coach.me/c/26054289
26054285,Morning Workout,2014-06-06,,325,5,0,0,https://www.coach.me/c/26054285
26054270,2 hours or less of television,2014-06-06,,314,1,0,0,https://www.coach.me/c/26054270
26054299,Morning Workout,2014-06-07,,326,6,0,0,https://www.coach.me/c/26054299
26054303,Pray,2014-06-07,,506,28,0,0,https://www.coach.me/c/26054303
26054310,Wash face in the morning,2014-06-07,,224,4,0,0,https://www.coach.me/c/26054310
26064946,Read,2014-06-07,,283,2,0,0,https://www.coach.me/c/26064946
26118805,Stretch in the morning,2014-06-08,,337,1,0,0,https://www.coach.me/c/26118805
26118803,Read feedly,2014-06-08,,110,1,0,0,https://www.coach.me/c/26118803
26118801,Read,2014-06-08,,284,3,0,0,https://www.coach.me/c/26118801
26118795,Eat vegetables,2014-06-08,,284,1,0,0,https://www.coach.me/c/26118795
26118793,Cook,2014-06-08,,109,1,0,0,https://www.coach.me/c/26118793
26077743,Sleep at least 8 hours,2014-06-08,,250,1,0,0,https://www.coach.me/c/26077743
26083550,Work on personal Project ,2014-06-08,,54,1,0,0,https://www.coach.me/c/26083550
26083555,Pray,2014-06-08,,507,29,0,0,https://www.coach.me/c/26083555
26118771,Pray,2014-06-09,,508,30,0,0,https://www.coach.me/c/26118771
26170106,Brush Teeth at Night,2014-06-09,,140,1,0,0,https://www.coach.me/c/26170106
26170101,2 hours or less of television,2014-06-09,,315,1,0,0,https://www.coach.me/c/26170101
26170129,NoP!,2014-06-09,,369,1,0,0,https://www.coach.me/c/26170129
26170126,Cook,2014-06-09,,110,2,0,0,https://www.coach.me/c/26170126
26143626,Drink green tea,2014-06-09,,188,1,0,0,https://www.coach.me/c/26143626
26143627,Morning Workout,2014-06-09,,327,1,0,0,https://www.coach.me/c/26143627
26143629,Go to gym,2014-06-09,,48,1,0,0,https://www.coach.me/c/26143629
26143631,Read Bible,2014-06-09,,192,1,0,0,https://www.coach.me/c/26143631
26143634,Stretch in the morning,2014-06-09,,338,2,0,0,https://www.coach.me/c/26143634
26143635,Wash face in the morning,2014-06-09,,225,1,0,0,https://www.coach.me/c/26143635
26172449,Stretch in the morning,2014-06-10,,339,3,0,0,https://www.coach.me/c/26172449
26172454,Read Bible,2014-06-10,,193,2,0,0,https://www.coach.me/c/26172454
26172459,Morning Workout,2014-06-10,,328,2,0,0,https://www.coach.me/c/26172459
26172461,Pray,2014-06-10,,509,31,0,0,https://www.coach.me/c/26172461
26189440,Brainstorm meditate,2014-06-10,,77,1,0,0,https://www.coach.me/c/26189440
26189445,Cook,2014-06-10,,111,3,0,0,https://www.coach.me/c/26189445
26189449,Eat vegetables,2014-06-10,,285,1,0,0,https://www.coach.me/c/26189449
26189455,Wash face in the morning,2014-06-10,,226,2,0,0,https://www.coach.me/c/26189455
26189456,Work on personal Project ,2014-06-10,,55,1,0,0,https://www.coach.me/c/26189456
26192558,Read feedly,2014-06-10,,111,1,0,0,https://www.coach.me/c/26192558
26201849,NoP!,2014-06-10,,370,2,0,0,https://www.coach.me/c/26201849
26263910,Read,2014-06-11,,285,1,0,0,https://www.coach.me/c/26263910
26263905,NoP!,2014-06-11,,371,3,0,0,https://www.coach.me/c/26263905
26224255,Wash face in the morning,2014-06-11,,227,3,0,0,https://www.coach.me/c/26224255
26224260,Stretch in the morning,2014-06-11,,340,4,0,0,https://www.coach.me/c/26224260
26224262,Sleep at least 8 hours,2014-06-11,,251,1,0,0,https://www.coach.me/c/26224262
26224266,Read Bible,2014-06-11,,194,3,0,0,https://www.coach.me/c/26224266
26224270,Morning Workout,2014-06-11,,329,3,0,0,https://www.coach.me/c/26224270
26224275,Pray,2014-06-11,,510,32,0,0,https://www.coach.me/c/26224275
26242390,Work on personal Project ,2014-06-11,,56,2,0,0,https://www.coach.me/c/26242390
26280270,Go to gym,2014-06-12,,49,1,0,0,https://www.coach.me/c/26280270
26280274,Morning Workout,2014-06-12,,330,4,0,0,https://www.coach.me/c/26280274
26280278,Wash face in the morning,2014-06-12,,228,4,0,0,https://www.coach.me/c/26280278
26280277,Stretch in the morning,2014-06-12,,341,5,0,0,https://www.coach.me/c/26280277
26280279,Sleep at least 8 hours,2014-06-12,,252,2,0,0,https://www.coach.me/c/26280279
26280282,Read Bible,2014-06-12,,195,4,0,0,https://www.coach.me/c/26280282
26280284,Pray,2014-06-12,,511,33,0,0,https://www.coach.me/c/26280284
26290985,NoP!,2014-06-12,,372,4,0,0,https://www.coach.me/c/26290985
26290987,Read feedly,2014-06-12,,112,1,0,0,https://www.coach.me/c/26290987
26363220,Drank,2014-06-13,,158,1,0,0,https://www.coach.me/c/26363220
26363208,2 hours or less of television,2014-06-13,,316,1,0,0,https://www.coach.me/c/26363208
26363205,Pray,2014-06-13,,512,34,0,0,https://www.coach.me/c/26363205
26363199,NoP!,2014-06-13,,373,5,0,0,https://www.coach.me/c/26363199
26363197,Read,2014-06-13,,286,1,0,0,https://www.coach.me/c/26363197
26363196,Work on personal Project ,2014-06-13,,57,1,0,0,https://www.coach.me/c/26363196
26307859,Stretch in the morning,2014-06-13,,342,6,0,0,https://www.coach.me/c/26307859
26307863,Wash face in the morning,2014-06-13,,229,5,0,0,https://www.coach.me/c/26307863
26307865,Sleep at least 8 hours,2014-06-13,,253,3,0,0,https://www.coach.me/c/26307865
26307871,Read Bible,2014-06-13,,196,5,0,0,https://www.coach.me/c/26307871
26363237,Eat vegetables,2014-06-14,,286,1,0,0,https://www.coach.me/c/26363237
26363229,2 hours or less of television,2014-06-14,,317,2,0,0,https://www.coach.me/c/26363229
26363217,Drank,2014-06-14,,158,2,0,0,https://www.coach.me/c/26363217
26363212,Pray,2014-06-14,,513,35,0,0,https://www.coach.me/c/26363212
26363210,NoP!,2014-06-14,,374,6,0,0,https://www.coach.me/c/26363210
26383131,Pray,2014-06-15,,514,36,0,0,https://www.coach.me/c/26383131
26383133,NoP!,2014-06-15,,375,7,0,0,https://www.coach.me/c/26383133
26388724,Eat vegetables,2014-06-15,,287,2,0,0,https://www.coach.me/c/26388724
26388726,Drink green tea,2014-06-15,,189,1,0,0,https://www.coach.me/c/26388726
26410956,Run,2014-06-16,,35,1,0,0,https://www.coach.me/c/26410956
26410971,Pray,2014-06-16,,515,37,0,0,https://www.coach.me/c/26410971
26441909,Eat vegetables,2014-06-16,,288,3,0,0,https://www.coach.me/c/26441909
26441943,Read Bible,2014-06-16,,197,1,0,0,https://www.coach.me/c/26441943
26450592,Brush Teeth at Night,2014-06-16,,141,1,0,0,https://www.coach.me/c/26450592
26450597,Floss,2014-06-16,,69,1,0,0,https://www.coach.me/c/26450597
26450605,NoP!,2014-06-16,,376,8,0,0,https://www.coach.me/c/26450605
26472014,Morning Workout,2014-06-17,,331,1,0,0,https://www.coach.me/c/26472014
26494635,Pray,2014-06-17,,516,38,0,0,https://www.coach.me/c/26494635
26542531,Wash face in the morning,2014-06-18,,230,1,0,0,https://www.coach.me/c/26542531
26542533,Stretch in the morning,2014-06-18,,343,1,0,0,https://www.coach.me/c/26542533
26542536,Read Bible,2014-06-18,,198,1,0,0,https://www.coach.me/c/26542536
26542551,Pray,2014-06-18,,517,39,1,0,https://www.coach.me/c/26542551
26542553,Morning Workout,2014-06-18,,332,2,0,0,https://www.coach.me/c/26542553
26542556,Eat vegetables,2014-06-18,,289,1,0,0,https://www.coach.me/c/26542556
26593072,Work on personal Project ,2014-06-19,,58,1,0,0,https://www.coach.me/c/26593072
26593071,2 hours or less of television,2014-06-19,,318,1,0,0,https://www.coach.me/c/26593071
26593066,Pray,2014-06-19,,518,40,0,0,https://www.coach.me/c/26593066
26593062,Stretch in the morning,2014-06-19,,344,2,0,0,https://www.coach.me/c/26593062
26576606,Sleep at least 8 hours,2014-06-19,,254,1,0,0,https://www.coach.me/c/26576606
26576610,Read Bible,2014-06-19,,199,2,1,0,https://www.coach.me/c/26576610
26576626,Morning Workout,2014-06-19,,333,3,0,0,https://www.coach.me/c/26576626
26628536,2 hours or less of television,2014-06-20,,319,2,0,0,https://www.coach.me/c/26628536
26628533,Cook,2014-06-20,,112,1,0,0,https://www.coach.me/c/26628533
26628529,NoP!,2014-06-20,,377,1,0,0,https://www.coach.me/c/26628529
26628528,Pray,2014-06-20,,519,41,0,0,https://www.coach.me/c/26628528
26628527,Read,2014-06-20,,287,1,0,0,https://www.coach.me/c/26628527
26609129,Wash face in the morning,2014-06-20,,231,1,0,0,https://www.coach.me/c/26609129
26609132,Stretch in the morning,2014-06-20,,345,3,0,0,https://www.coach.me/c/26609132
26609135,Morning Workout,2014-06-20,,334,4,0,0,https://www.coach.me/c/26609135
26648328,Stretch in the morning,2014-06-21,,346,4,0,0,https://www.coach.me/c/26648328
26648334,Pray,2014-06-21,,520,42,0,0,https://www.coach.me/c/26648334
26659267,Cook,2014-06-21,,113,2,0,0,https://www.coach.me/c/26659267
26659277,Read feedly,2014-06-21,,113,1,0,0,https://www.coach.me/c/26659277
26681062,Sleep at least 8 hours,2014-06-22,,255,1,0,0,https://www.coach.me/c/26681062
26681070,Pray,2014-06-22,,521,43,0,0,https://www.coach.me/c/26681070
26681077,Cook,2014-06-22,,114,3,0,0,https://www.coach.me/c/26681077
26697061,Work on personal Project ,2014-06-22,,59,1,0,0,https://www.coach.me/c/26697061
26719518,Sleep at least 8 hours,2014-06-23,,256,2,0,0,https://www.coach.me/c/26719518
26737120,Eat vegetables,2014-06-23,,290,1,0,0,https://www.coach.me/c/26737120
26737128,Pray,2014-06-23,,522,44,0,0,https://www.coach.me/c/26737128
26747058,Cook,2014-06-23,,115,4,0,0,https://www.coach.me/c/26747058
26747062,NoP!,2014-06-23,,378,1,0,0,https://www.coach.me/c/26747062
26747065,Read Bible,2014-06-23,,200,1,0,0,https://www.coach.me/c/26747065
26768020,Sleep at least 8 hours,2014-06-24,,257,3,0,0,https://www.coach.me/c/26768020
26788942,Pray,2014-06-24,,523,45,0,0,https://www.coach.me/c/26788942
26839246,Stretch in the morning,2014-06-25,,347,1,0,0,https://www.coach.me/c/26839246
26839247,Sleep at least 8 hours,2014-06-25,,258,4,0,0,https://www.coach.me/c/26839247
26839260,Read Bible,2014-06-25,,201,1,0,0,https://www.coach.me/c/26839260
26839270,Pray,2014-06-25,,524,46,0,0,https://www.coach.me/c/26839270
26839274,NoP!,2014-06-25,,379,1,0,0,https://www.coach.me/c/26839274
26839278,Morning Workout,2014-06-25,,335,1,0,0,https://www.coach.me/c/26839278
26843478,2 hours or less of television,2014-06-25,,320,1,0,0,https://www.coach.me/c/26843478
26843479,Brush Teeth at Night,2014-06-25,,142,1,0,0,https://www.coach.me/c/26843479
26843486,Read feedly,2014-06-25,,114,1,0,0,https://www.coach.me/c/26843486
26877446,Drink green tea,2014-06-26,,190,1,0,0,https://www.coach.me/c/26877446
26877447,Eat vegetables,2014-06-26,,291,1,0,0,https://www.coach.me/c/26877447
26877449,Morning Workout,2014-06-26,,336,2,0,0,https://www.coach.me/c/26877449
26877451,Read Bible,2014-06-26,,202,2,0,0,https://www.coach.me/c/26877451
26877452,Pray,2014-06-26,,525,47,0,0,https://www.coach.me/c/26877452
26887917,Brush Teeth at Night,2014-06-26,,143,2,0,0,https://www.coach.me/c/26887917
26887921,Cook,2014-06-26,,116,1,0,0,https://www.coach.me/c/26887921
26887923,NoP!,2014-06-26,,380,2,0,0,https://www.coach.me/c/26887923
26887926,Read,2014-06-26,,288,1,0,0,https://www.coach.me/c/26887926
26887928,Work on personal Project ,2014-06-26,,60,1,0,0,https://www.coach.me/c/26887928
26927090,2 hours or less of television,2014-06-27,,321,1,0,0,https://www.coach.me/c/26927090
26927112,Read,2014-06-27,,289,2,0,0,https://www.coach.me/c/26927112
26927108,NoP!,2014-06-27,,381,3,0,0,https://www.coach.me/c/26927108
26927106,Eat vegetables,2014-06-27,,292,2,0,0,https://www.coach.me/c/26927106
26903455,Stretch in the morning,2014-06-27,,348,1,0,0,https://www.coach.me/c/26903455
26903457,Read Bible,2014-06-27,,203,3,0,0,https://www.coach.me/c/26903457
26903461,Morning Workout,2014-06-27,,337,3,0,0,https://www.coach.me/c/26903461
26903463,Pray,2014-06-27,,526,48,0,0,https://www.coach.me/c/26903463
26961107,Work on personal Project ,2014-06-28,,61,1,0,0,https://www.coach.me/c/26961107
26961098,NoP!,2014-06-28,,382,4,0,0,https://www.coach.me/c/26961098
26961092,Cook,2014-06-28,,117,1,0,0,https://www.coach.me/c/26961092
26946198,Stretch in the morning,2014-06-28,,349,2,0,0,https://www.coach.me/c/26946198
26946202,Pray,2014-06-28,,527,49,0,0,https://www.coach.me/c/26946202
26996078,Work on personal Project ,2014-06-29,,62,2,0,0,https://www.coach.me/c/26996078
26996084,Stretch in the morning,2014-06-29,,350,3,0,0,https://www.coach.me/c/26996084
26996092,Read,2014-06-29,,290,1,0,0,https://www.coach.me/c/26996092
26996098,Pray,2014-06-29,,528,50,0,0,https://www.coach.me/c/26996098
27046699,Sleep at least 8 hours,2014-06-30,,259,1,0,0,https://www.coach.me/c/27046699
27046701,Pray,2014-06-30,,529,51,0,0,https://www.coach.me/c/27046701
27046702,NoP!,2014-06-30,,383,1,0,0,https://www.coach.me/c/27046702
27081399,Pray,2014-07-01,,530,52,0,0,https://www.coach.me/c/27081399
27081401,Read Bible,2014-07-01,,204,1,0,0,https://www.coach.me/c/27081401
27081404,Stretch in the morning,2014-07-01,,351,1,0,0,https://www.coach.me/c/27081404
27081406,Wash face in the morning,2014-07-01,,232,1,0,0,https://www.coach.me/c/27081406
27093492,NoP!,2014-07-01,,384,2,0,0,https://www.coach.me/c/27093492
27142309,Work on personal Project ,2014-07-02,,63,1,0,0,https://www.coach.me/c/27142309
27128604,Stretch in the morning,2014-07-02,,352,2,0,0,https://www.coach.me/c/27128604
27128609,Pray,2014-07-02,,531,53,0,0,https://www.coach.me/c/27128609
27139510,Read feedly,2014-07-02,,115,1,0,0,https://www.coach.me/c/27139510
27139515,2 hours or less of television,2014-07-02,,322,1,0,0,https://www.coach.me/c/27139515
27184320,NoP!,2014-07-03,,385,1,0,0,https://www.coach.me/c/27184320
27184317,2 hours or less of television,2014-07-03,,323,2,0,0,https://www.coach.me/c/27184317
27169673,Read Bible,2014-07-03,,205,1,0,0,https://www.coach.me/c/27169673
27169677,Pray,2014-07-03,,532,54,0,0,https://www.coach.me/c/27169677
27199421,Read Bible,2014-07-04,,206,2,0,0,https://www.coach.me/c/27199421
27199426,Pray,2014-07-04,,533,55,0,0,https://www.coach.me/c/27199426
27199430,Wash face in the morning,2014-07-04,,233,1,0,0,https://www.coach.me/c/27199430
27234834,Eat vegetables,2014-07-04,,293,1,0,0,https://www.coach.me/c/27234834
27234829,Drank,2014-07-04,,160,1,0,0,https://www.coach.me/c/27234829
27234825,2 hours or less of television,2014-07-04,,324,3,0,0,https://www.coach.me/c/27234825
27269662,NoP!,2014-07-05,,386,1,0,0,https://www.coach.me/c/27269662
27269660,2 hours or less of television,2014-07-05,,325,4,0,0,https://www.coach.me/c/27269660
27234840,Read Bible,2014-07-05,,207,3,0,0,https://www.coach.me/c/27234840
27234841,Pray,2014-07-05,,534,56,0,0,https://www.coach.me/c/27234841
27309662,NoP!,2014-07-06,,387,2,0,0,https://www.coach.me/c/27309662
27269677,Pray,2014-07-06,,535,57,0,0,https://www.coach.me/c/27269677
27280517,Cook,2014-07-06,,118,1,0,0,https://www.coach.me/c/27280517
27280519,Eat vegetables,2014-07-06,,294,1,0,0,https://www.coach.me/c/27280519
27314426,Brush Teeth in the Morning,2014-07-07,,215,1,0,0,https://www.coach.me/c/27314426
27314434,Pray,2014-07-07,,536,58,0,0,https://www.coach.me/c/27314434
27314438,Read Bible,2014-07-07,,208,1,0,0,https://www.coach.me/c/27314438
27314439,Sleep at least 8 hours,2014-07-07,,260,1,0,0,https://www.coach.me/c/27314439
27381957,NoP!,2014-07-07,,388,3,0,0,https://www.coach.me/c/27381957
27337650,Eat vegetables,2014-07-07,,295,2,0,0,https://www.coach.me/c/27337650
27337658,Brainstorm meditate,2014-07-07,,78,1,0,0,https://www.coach.me/c/27337658
27393693,Brush Teeth at Night,2014-07-08,,144,1,0,0,https://www.coach.me/c/27393693
27379095,Brush Teeth in the Morning,2014-07-08,,216,2,0,0,https://www.coach.me/c/27379095
27379097,Eat vegetables,2014-07-08,,296,3,0,0,https://www.coach.me/c/27379097
27379100,Morning Workout,2014-07-08,,338,1,0,0,https://www.coach.me/c/27379100
27379103,Read Bible,2014-07-08,,209,2,0,0,https://www.coach.me/c/27379103
27379106,Pray,2014-07-08,,537,59,0,0,https://www.coach.me/c/27379106
27379114,Stretch in the morning,2014-07-08,,353,1,0,0,https://www.coach.me/c/27379114
27381948,Go to gym,2014-07-08,,50,1,1,0,https://www.coach.me/c/27381948
27388427,2 hours or less of television,2014-07-08,,326,1,0,0,https://www.coach.me/c/27388427
27388432,Cook,2014-07-08,,119,1,0,0,https://www.coach.me/c/27388432
27388464,NoP!,2014-07-08,,389,4,0,0,https://www.coach.me/c/27388464
27388469,Work on personal Project ,2014-07-08,,64,1,0,0,https://www.coach.me/c/27388469
27454318,Read feedly,2014-07-09,,116,1,0,0,https://www.coach.me/c/27454318
27454310,2 hours or less of television,2014-07-09,,327,2,0,0,https://www.coach.me/c/27454310
27415766,Morning Workout,2014-07-09,,339,2,0,0,https://www.coach.me/c/27415766
27415773,Pray,2014-07-09,,538,60,0,0,https://www.coach.me/c/27415773
