Id,Habit,Date,Note,Check In Count,Days in Streak,Prop Count,Comment Count,URL
8079169,Read,2013-07-02,,197,1,0,0,https://www.coach.me/c/8079169
8079167,Sleep at least 8 hours,2013-07-02,,164,1,0,0,https://www.coach.me/c/8079167
8079165,Study Stock Investing,2013-07-02,,1,1,0,0,https://www.coach.me/c/8079165
8079163,Go to gym,2013-07-02,,26,1,0,0,https://www.coach.me/c/8079163
8079162,Crunches,2013-07-02,,1,1,0,0,https://www.coach.me/c/8079162
8079159,Pushups,2013-07-02,,1,1,0,0,https://www.coach.me/c/8079159
8078520,Pushups,2013-07-03,,1,2,0,0,https://www.coach.me/c/8078520
8078600,Go to gym,2013-07-03,,26,2,0,0,https://www.coach.me/c/8078600
8078618,Sleep at least 8 hours,2013-07-03,,164,2,0,0,https://www.coach.me/c/8078618
8078647,Crunches,2013-07-03,,1,2,0,0,https://www.coach.me/c/8078647
17732256,Sleep at least 8 hours,2013-12-23,,166,1,0,0,https://www.coach.me/c/17732256
17732227,Pushups,2013-12-23,,3,1,0,0,https://www.coach.me/c/17732227
17732218,Crunches,2013-12-23,,3,1,0,0,https://www.coach.me/c/17732218
17732216,Code Academy,2013-12-23,,1,1,0,0,https://www.coach.me/c/17732216
17780821,Read feedly,2013-12-24,,33,1,0,0,https://www.coach.me/c/17780821
17780820,Learn italian,2013-12-24,,1,1,0,0,https://www.coach.me/c/17780820
17745082,Sleep at least 8 hours,2013-12-24,,167,2,0,0,https://www.coach.me/c/17745082
17746596,Morning Workout,2013-12-24,,201,1,0,0,https://www.coach.me/c/17746596
17746599,Read Bible,2013-12-24,,110,1,0,0,https://www.coach.me/c/17746599
17791288,Read,2013-12-25,,198,1,0,0,https://www.coach.me/c/17791288
17791290,Read Bible,2013-12-25,,111,2,0,0,https://www.coach.me/c/17791290
17794930,Learn italian,2013-12-25,,2,2,0,0,https://www.coach.me/c/17794930
17806552,Read feedly,2013-12-25,,34,2,0,0,https://www.coach.me/c/17806552
17821164,Sleep at least 8 hours,2013-12-26,,168,1,0,0,https://www.coach.me/c/17821164
17867692,Read feedly,2013-12-26,,35,3,0,0,https://www.coach.me/c/17867692
17867688,Eat vegetables,2013-12-26,,221,1,0,0,https://www.coach.me/c/17867688
17832525,Learn italian,2013-12-26,,3,3,0,0,https://www.coach.me/c/17832525
17832529,Read,2013-12-26,,199,2,0,0,https://www.coach.me/c/17832529
17867660,Sleep at least 8 hours,2013-12-27,,169,2,0,0,https://www.coach.me/c/17867660
17884239,Eat vegetables,2013-12-27,,222,2,0,0,https://www.coach.me/c/17884239
17884240,Go to gym,2013-12-27,,28,1,0,0,https://www.coach.me/c/17884240
17884243,Morning Workout,2013-12-27,,202,1,0,0,https://www.coach.me/c/17884243
17913763,Sleep at least 8 hours,2013-12-28,,170,3,0,0,https://www.coach.me/c/17913763
17928976,Morning Workout,2013-12-28,,203,2,0,0,https://www.coach.me/c/17928976
17928978,Learn italian,2013-12-28,,4,1,0,0,https://www.coach.me/c/17928978
17969181,Morning Workout,2013-12-29,,204,3,0,0,https://www.coach.me/c/17969181
17969185,Eat vegetables,2013-12-29,,223,1,0,0,https://www.coach.me/c/17969185
17979389,Go to gym,2013-12-29,,29,1,0,0,https://www.coach.me/c/17979389
18008014,Sleep at least 8 hours,2013-12-30,,171,1,0,0,https://www.coach.me/c/18008014
18015846,Morning Workout,2013-12-30,,205,4,0,0,https://www.coach.me/c/18015846
18021562,Read feedly,2013-12-30,,36,1,0,0,https://www.coach.me/c/18021562
18027093,Learn italian,2013-12-30,,5,1,0,0,https://www.coach.me/c/18027093
18027092,Read,2013-12-30,,200,1,0,0,https://www.coach.me/c/18027092
18030517,Cook,2013-12-30,,58,1,0,0,https://www.coach.me/c/18030517
18140460,NoP!,2013-12-30,,275,1,0,0,https://www.coach.me/c/18140460
18059371,Morning Workout,2013-12-31,,206,5,0,0,https://www.coach.me/c/18059371
18113900,Drank,2013-12-31,,121,1,0,0,https://www.coach.me/c/18113900
18071905,Go to gym,2013-12-31,,30,1,0,0,https://www.coach.me/c/18071905
18140432,NoP!,2013-12-31,,275,2,0,0,https://www.coach.me/c/18140432
18127192,Read feedly,2014-01-01,,37,1,0,0,https://www.coach.me/c/18127192
18129648,Complete myfitnesspal food log,2014-01-01,,1,1,0,0,https://www.coach.me/c/18129648
18134765,Learn italian,2014-01-01,,6,1,0,0,https://www.coach.me/c/18134765
18139848,Read,2014-01-01,,201,1,0,0,https://www.coach.me/c/18139848
18140410,NoP!,2014-01-01,,275,3,0,0,https://www.coach.me/c/18140410
18166426,Sleep at least 8 hours,2014-01-02,,172,1,0,0,https://www.coach.me/c/18166426
18169180,Morning Workout,2014-01-02,,207,1,0,0,https://www.coach.me/c/18169180
18253118,Read,2014-01-02,,202,2,0,0,https://www.coach.me/c/18253118
18171671,Learn italian,2014-01-02,,7,2,0,0,https://www.coach.me/c/18171671
18203867,Brush Teeth at Night,2014-01-02,,119,1,0,0,https://www.coach.me/c/18203867
18203902,Read feedly,2014-01-02,,38,2,0,0,https://www.coach.me/c/18203902
18203906,Pray,2014-01-02,,366,1,0,0,https://www.coach.me/c/18203906
18204600,Complete myfitnesspal food log,2014-01-02,,2,2,0,0,https://www.coach.me/c/18204600
18311566,Learn italian,2014-01-03,,8,3,0,0,https://www.coach.me/c/18311566
18311558,Eat vegetables,2014-01-03,,224,1,0,0,https://www.coach.me/c/18311558
18311554,Drank,2014-01-03,,122,1,0,0,https://www.coach.me/c/18311554
18311548,2 hours or less of television,2014-01-03,,239,1,0,0,https://www.coach.me/c/18311548
18311612,Pray,2014-01-03,,367,2,0,0,https://www.coach.me/c/18311612
18253135,Sleep at least 8 hours,2014-01-03,,173,2,0,0,https://www.coach.me/c/18253135
18254357,Morning Workout,2014-01-03,,208,2,0,0,https://www.coach.me/c/18254357
18268132,Read,2014-01-03,,203,3,0,0,https://www.coach.me/c/18268132
18352093,Morning Workout,2014-01-04,,209,3,0,0,https://www.coach.me/c/18352093
18372588,NoP!,2014-01-04,,278,1,0,0,https://www.coach.me/c/18372588
18406697,Sleep at least 8 hours,2014-01-05,,174,1,0,0,https://www.coach.me/c/18406697
18406721,Pray,2014-01-05,,368,1,0,0,https://www.coach.me/c/18406721
18408335,Read feedly,2014-01-05,,39,1,0,0,https://www.coach.me/c/18408335
18411337,Read,2014-01-05,,204,1,0,0,https://www.coach.me/c/18411337
18411338,Morning Workout,2014-01-05,,210,4,0,0,https://www.coach.me/c/18411338
18455572,Eat vegetables,2014-01-05,,225,1,0,0,https://www.coach.me/c/18455572
18505688,Sleep at least 8 hours,2014-01-06,,175,2,0,0,https://www.coach.me/c/18505688
18505691,Read feedly,2014-01-06,,40,2,0,0,https://www.coach.me/c/18505691
18505695,Read,2014-01-06,,205,2,0,0,https://www.coach.me/c/18505695
18505699,Morning Workout,2014-01-06,,211,5,0,0,https://www.coach.me/c/18505699
18535084,Run,2014-01-06,,21,1,0,0,https://www.coach.me/c/18535084
18537914,Complete myfitnesspal food log,2014-01-06,,3,1,0,0,https://www.coach.me/c/18537914
18547017,NoP!,2014-01-06,,279,1,0,0,https://www.coach.me/c/18547017
18547032,Pray,2014-01-06,,369,2,0,0,https://www.coach.me/c/18547032
18664326,Pray,2014-01-07,,370,3,0,0,https://www.coach.me/c/18664326
18664320,Read feedly,2014-01-07,,41,3,0,0,https://www.coach.me/c/18664320
18664314,NoP!,2014-01-07,,280,2,0,0,https://www.coach.me/c/18664314
18664311,Eat vegetables,2014-01-07,,226,1,0,0,https://www.coach.me/c/18664311
18585436,Sleep at least 8 hours,2014-01-07,,176,3,0,0,https://www.coach.me/c/18585436
18589396,Learn italian,2014-01-07,,9,1,0,0,https://www.coach.me/c/18589396
18590601,Morning Workout,2014-01-07,,212,6,0,0,https://www.coach.me/c/18590601
18598969,Brush Teeth in the Morning,2014-01-07,,156,1,0,0,https://www.coach.me/c/18598969
18598981,Read,2014-01-07,,206,3,0,0,https://www.coach.me/c/18598981
18610256,Cook,2014-01-07,,59,1,0,0,https://www.coach.me/c/18610256
18777008,Brush Teeth at Night,2014-01-08,,120,1,0,0,https://www.coach.me/c/18777008
18690911,Morning Workout,2014-01-08,,213,7,0,0,https://www.coach.me/c/18690911
18746411,Pray,2014-01-08,,371,4,0,0,https://www.coach.me/c/18746411
18746419,Read feedly,2014-01-08,,42,4,0,0,https://www.coach.me/c/18746419
18777022,Sleep at least 8 hours,2014-01-09,,177,1,0,0,https://www.coach.me/c/18777022
18785227,Brush Teeth in the Morning,2014-01-09,,157,1,0,0,https://www.coach.me/c/18785227
18785282,Morning Workout,2014-01-09,,214,8,0,0,https://www.coach.me/c/18785282
18785293,Read,2014-01-09,,207,1,0,0,https://www.coach.me/c/18785293
18799892,Learn italian,2014-01-09,,10,1,0,0,https://www.coach.me/c/18799892
18822908,Drink green tea,2014-01-09,,131,1,0,0,https://www.coach.me/c/18822908
18829385,Brush Teeth at Night,2014-01-09,,121,2,0,0,https://www.coach.me/c/18829385
18829499,Pray,2014-01-09,,372,5,0,0,https://www.coach.me/c/18829499
18831280,Read feedly,2014-01-09,,43,5,0,0,https://www.coach.me/c/18831280
18860277,Sleep at least 8 hours,2014-01-10,,178,2,0,0,https://www.coach.me/c/18860277
18939150,Read,2014-01-10,,208,2,0,0,https://www.coach.me/c/18939150
18868263,Wash face in the morning,2014-01-10,,144,1,0,0,https://www.coach.me/c/18868263
18868270,Take Multivitamin,2014-01-10,,1,1,0,0,https://www.coach.me/c/18868270
18868273,Stretch in the morning,2014-01-10,,228,1,0,0,https://www.coach.me/c/18868273
18868279,Morning Workout,2014-01-10,,215,9,0,0,https://www.coach.me/c/18868279
18879891,Cook,2014-01-10,,60,1,0,0,https://www.coach.me/c/18879891
18879896,Pray,2014-01-10,,373,6,0,0,https://www.coach.me/c/18879896
18903637,Eat vegetables,2014-01-10,,227,1,0,0,https://www.coach.me/c/18903637
18950694,Morning Workout,2014-01-11,,216,10,0,0,https://www.coach.me/c/18950694
18950702,Stretch in the morning,2014-01-11,,229,2,0,0,https://www.coach.me/c/18950702
18950703,Wash face in the morning,2014-01-11,,145,2,0,0,https://www.coach.me/c/18950703
18963928,Read feedly,2014-01-11,,44,1,0,0,https://www.coach.me/c/18963928
18973277,Drink green tea,2014-01-11,,132,1,0,0,https://www.coach.me/c/18973277
18973288,Eat vegetables,2014-01-11,,228,2,0,0,https://www.coach.me/c/18973288
18985923,Read,2014-01-11,,209,3,0,0,https://www.coach.me/c/18985923
19015704,Wash face in the morning,2014-01-12,,146,3,0,0,https://www.coach.me/c/19015704
19015734,Take Multivitamin,2014-01-12,,2,1,0,0,https://www.coach.me/c/19015734
19015735,Stretch in the morning,2014-01-12,,230,3,0,0,https://www.coach.me/c/19015735
19015737,Sleep at least 8 hours,2014-01-12,,179,1,0,0,https://www.coach.me/c/19015737
19015746,Morning Workout,2014-01-12,,217,11,0,0,https://www.coach.me/c/19015746
19015751,Pray,2014-01-12,,374,1,0,0,https://www.coach.me/c/19015751
19025290,Learn italian,2014-01-12,,11,1,0,0,https://www.coach.me/c/19025290
19029804,Brush Teeth in the Morning,2014-01-12,,158,1,0,0,https://www.coach.me/c/19029804
19029813,2 hours or less of television,2014-01-12,,240,1,0,0,https://www.coach.me/c/19029813
19029817,Floss,2014-01-12,,43,1,0,0,https://www.coach.me/c/19029817
19030837,Read feedly,2014-01-12,,45,2,0,0,https://www.coach.me/c/19030837
19061766,Cook,2014-01-12,,61,1,0,0,https://www.coach.me/c/19061766
19061783,NoP!,2014-01-12,,281,1,0,0,https://www.coach.me/c/19061783
19061818,Read,2014-01-12,,210,4,0,0,https://www.coach.me/c/19061818
19192857,2 hours or less of television,2014-01-13,,241,2,0,0,https://www.coach.me/c/19192857
19102341,Brush Teeth in the Morning,2014-01-13,,159,2,0,0,https://www.coach.me/c/19102341
19102347,Floss,2014-01-13,,44,2,0,0,https://www.coach.me/c/19102347
19102351,Morning Workout,2014-01-13,,218,12,0,0,https://www.coach.me/c/19102351
19102360,Sleep at least 8 hours,2014-01-13,,180,2,0,0,https://www.coach.me/c/19102360
19102363,Stretch in the morning,2014-01-13,,231,4,0,0,https://www.coach.me/c/19102363
19102367,Take Multivitamin,2014-01-13,,3,2,0,0,https://www.coach.me/c/19102367
19102368,Wash face in the morning,2014-01-13,,147,4,0,0,https://www.coach.me/c/19102368
19116732,Read feedly,2014-01-13,,46,3,0,0,https://www.coach.me/c/19116732
19121532,Complete myfitnesspal food log,2014-01-13,,4,1,0,0,https://www.coach.me/c/19121532
19121553,Pray,2014-01-13,,375,2,0,0,https://www.coach.me/c/19121553
19134673,Cook,2014-01-13,,62,2,0,0,https://www.coach.me/c/19134673
19134676,Drank,2014-01-13,,123,1,0,0,https://www.coach.me/c/19134676
19134704,Read,2014-01-13,,211,5,0,0,https://www.coach.me/c/19134704
19140476,Eat vegetables,2014-01-13,,229,1,0,0,https://www.coach.me/c/19140476
19279729,Read,2014-01-14,,212,6,0,0,https://www.coach.me/c/19279729
19279727,Go to gym,2014-01-14,,31,1,0,0,https://www.coach.me/c/19279727
19279719,2 hours or less of television,2014-01-14,,242,3,0,0,https://www.coach.me/c/19279719
19192870,Sleep at least 8 hours,2014-01-14,,181,3,0,0,https://www.coach.me/c/19192870
19208875,Brush Teeth in the Morning,2014-01-14,,160,3,0,0,https://www.coach.me/c/19208875
19208899,Cook,2014-01-14,,63,3,0,0,https://www.coach.me/c/19208899
19208903,Floss,2014-01-14,,45,3,0,0,https://www.coach.me/c/19208903
19208911,Morning Workout,2014-01-14,,219,13,0,0,https://www.coach.me/c/19208911
19208910,Stretch in the morning,2014-01-14,,232,5,0,0,https://www.coach.me/c/19208910
19208914,Wash face in the morning,2014-01-14,,148,5,0,0,https://www.coach.me/c/19208914
19225434,Pray,2014-01-14,,376,3,0,0,https://www.coach.me/c/19225434
19225440,Run,2014-01-14,,22,1,0,0,https://www.coach.me/c/19225440
19225445,Read feedly,2014-01-14,,47,4,0,0,https://www.coach.me/c/19225445
19239930,Take Multivitamin,2014-01-14,,4,3,0,0,https://www.coach.me/c/19239930
19239936,Complete myfitnesspal food log,2014-01-14,,5,2,0,0,https://www.coach.me/c/19239936
19366096,Drank,2014-01-15,,124,1,0,0,https://www.coach.me/c/19366096
19366078,2 hours or less of television,2014-01-15,,243,4,0,0,https://www.coach.me/c/19366078
19366174,Take Multivitamin,2014-01-15,,5,4,0,0,https://www.coach.me/c/19366174
19366164,NoP!,2014-01-15,,282,1,0,0,https://www.coach.me/c/19366164
19279735,Brush Teeth in the Morning,2014-01-15,,161,4,0,0,https://www.coach.me/c/19279735
19279741,Morning Workout,2014-01-15,,220,14,0,0,https://www.coach.me/c/19279741
19279752,Sleep at least 8 hours,2014-01-15,,182,4,0,0,https://www.coach.me/c/19279752
19279754,Stretch in the morning,2014-01-15,,233,6,0,0,https://www.coach.me/c/19279754
19279757,Wash face in the morning,2014-01-15,,149,6,0,0,https://www.coach.me/c/19279757
19303925,Drink green tea,2014-01-15,,133,1,0,0,https://www.coach.me/c/19303925
19310062,Read feedly,2014-01-15,,48,5,0,0,https://www.coach.me/c/19310062
19442250,Go to gym,2014-01-16,,32,1,0,0,https://www.coach.me/c/19442250
19442234,Drank,2014-01-16,,125,2,0,0,https://www.coach.me/c/19442234
19367267,Morning Workout,2014-01-16,"",221,15,0,0,https://www.coach.me/c/19367267
19373041,Stretch in the morning,2014-01-16,,234,7,0,0,https://www.coach.me/c/19373041
19373044,Wash face in the morning,2014-01-16,,150,7,0,0,https://www.coach.me/c/19373044
19398639,Cook,2014-01-16,,64,1,0,0,https://www.coach.me/c/19398639
19398646,Read,2014-01-16,,213,1,0,0,https://www.coach.me/c/19398646
19398652,Take Multivitamin,2014-01-16,,6,5,0,0,https://www.coach.me/c/19398652
19526451,Drank,2014-01-17,,126,3,0,0,https://www.coach.me/c/19526451
19468091,Read,2014-01-17,,214,2,0,0,https://www.coach.me/c/19468091
19468092,Pray,2014-01-17,,377,1,0,0,https://www.coach.me/c/19468092
19473075,Take Multivitamin,2014-01-17,,7,6,0,0,https://www.coach.me/c/19473075
19473079,Run,2014-01-17,,23,1,0,0,https://www.coach.me/c/19473079
19552627,Pray,2014-01-18,,378,2,0,0,https://www.coach.me/c/19552627
19552586,Read,2014-01-18,,215,3,0,0,https://www.coach.me/c/19552586
19552579,NoP!,2014-01-18,,283,1,0,0,https://www.coach.me/c/19552579
19552570,Eat vegetables,2014-01-18,,230,1,0,0,https://www.coach.me/c/19552570
19552566,Drank,2014-01-18,,127,4,0,0,https://www.coach.me/c/19552566
19526515,Brush Teeth in the Morning,2014-01-18,,162,1,0,0,https://www.coach.me/c/19526515
19526525,Morning Workout,2014-01-18,,222,1,0,0,https://www.coach.me/c/19526525
19526542,Sleep at least 8 hours,2014-01-18,,183,1,0,0,https://www.coach.me/c/19526542
19526544,Stretch in the morning,2014-01-18,,235,1,0,0,https://www.coach.me/c/19526544
19526545,Wash face in the morning,2014-01-18,,151,1,0,0,https://www.coach.me/c/19526545
19529079,Read feedly,2014-01-18,,49,1,0,0,https://www.coach.me/c/19529079
19529366,Learn italian,2014-01-18,,12,1,0,0,https://www.coach.me/c/19529366
19642028,Drank,2014-01-19,,128,5,0,0,https://www.coach.me/c/19642028
19581099,Wash face in the morning,2014-01-19,,152,2,0,0,https://www.coach.me/c/19581099
19581101,Stretch in the morning,2014-01-19,,236,2,0,0,https://www.coach.me/c/19581101
19581104,Sleep at least 8 hours,2014-01-19,,184,2,0,0,https://www.coach.me/c/19581104
19581126,Morning Workout,2014-01-19,,223,2,0,0,https://www.coach.me/c/19581126
19594351,Read feedly,2014-01-19,,50,2,0,0,https://www.coach.me/c/19594351
19594368,Take Multivitamin,2014-01-19,,8,1,0,0,https://www.coach.me/c/19594368
19695871,NoP!,2014-01-20,,284,1,0,0,https://www.coach.me/c/19695871
19720561,2 hours or less of television,2014-01-20,,244,1,0,0,https://www.coach.me/c/19720561
19642085,Sleep at least 8 hours,2014-01-20,,185,3,0,0,https://www.coach.me/c/19642085
19649622,Wash face in the morning,2014-01-20,,153,3,0,0,https://www.coach.me/c/19649622
19649624,Stretch in the morning,2014-01-20,,237,3,0,0,https://www.coach.me/c/19649624
19649630,Morning Workout,2014-01-20,,224,3,0,0,https://www.coach.me/c/19649630
19657036,Eat vegetables,2014-01-20,,231,1,0,0,https://www.coach.me/c/19657036
19657039,Read,2014-01-20,,216,1,0,0,https://www.coach.me/c/19657039
19657043,Cook,2014-01-20,,65,1,0,0,https://www.coach.me/c/19657043
19793083,Learn italian,2014-01-21,,13,1,0,0,https://www.coach.me/c/19793083
19726414,Wash face in the morning,2014-01-21,,154,4,0,0,https://www.coach.me/c/19726414
19726413,Take Multivitamin,2014-01-21,,9,1,0,0,https://www.coach.me/c/19726413
19726417,Stretch in the morning,2014-01-21,,238,4,0,0,https://www.coach.me/c/19726417
19726418,Sleep at least 8 hours,2014-01-21,,186,4,0,0,https://www.coach.me/c/19726418
19726424,Morning Workout,2014-01-21,,225,4,0,0,https://www.coach.me/c/19726424
19726427,Floss,2014-01-21,,46,1,0,0,https://www.coach.me/c/19726427
19726428,Brush Teeth in the Morning,2014-01-21,,163,1,0,0,https://www.coach.me/c/19726428
19742108,Read feedly,2014-01-21,,51,1,0,0,https://www.coach.me/c/19742108
19742111,Read,2014-01-21,,217,2,0,0,https://www.coach.me/c/19742111
19750748,Pray,2014-01-21,,379,1,0,0,https://www.coach.me/c/19750748
19750750,Read Bible,2014-01-21,,112,1,0,0,https://www.coach.me/c/19750750
19764277,Cook,2014-01-21,,66,2,0,0,https://www.coach.me/c/19764277
19852028,NoP!,2014-01-22,,285,1,0,0,https://www.coach.me/c/19852028
19795783,Brush Teeth in the Morning,2014-01-22,,164,2,0,0,https://www.coach.me/c/19795783
19795809,Morning Workout,2014-01-22,,226,5,0,0,https://www.coach.me/c/19795809
19795819,Pray,2014-01-22,,380,2,0,0,https://www.coach.me/c/19795819
19795831,Wash face in the morning,2014-01-22,,155,5,0,0,https://www.coach.me/c/19795831
19827567,Cook,2014-01-22,,67,3,0,0,https://www.coach.me/c/19827567
19827571,Drink green tea,2014-01-22,,134,1,0,0,https://www.coach.me/c/19827571
19827579,Eat vegetables,2014-01-22,,232,1,0,0,https://www.coach.me/c/19827579
19828413,Read feedly,2014-01-22,,52,2,0,0,https://www.coach.me/c/19828413
19828415,Read,2014-01-22,,218,3,0,0,https://www.coach.me/c/19828415
19883797,Brush Teeth in the Morning,2014-01-23,,165,3,0,0,https://www.coach.me/c/19883797
19883803,Drink green tea,2014-01-23,,135,2,0,0,https://www.coach.me/c/19883803
19883804,Floss,2014-01-23,,47,1,0,0,https://www.coach.me/c/19883804
19883807,Morning Workout,2014-01-23,,227,6,0,0,https://www.coach.me/c/19883807
19883811,Pray,2014-01-23,,381,3,0,0,https://www.coach.me/c/19883811
19883814,Sleep at least 8 hours,2014-01-23,,187,1,0,0,https://www.coach.me/c/19883814
19883816,Stretch in the morning,2014-01-23,,239,1,0,0,https://www.coach.me/c/19883816
19883819,Wash face in the morning,2014-01-23,,156,6,0,0,https://www.coach.me/c/19883819
19982171,NoP!,2014-01-24,,286,1,0,0,https://www.coach.me/c/19982171
19943164,Wash face in the morning,2014-01-24,,157,7,0,0,https://www.coach.me/c/19943164
19943171,Take Multivitamin,2014-01-24,,10,1,0,0,https://www.coach.me/c/19943171
19943174,Stretch in the morning,2014-01-24,,240,2,0,0,https://www.coach.me/c/19943174
19943183,Pray,2014-01-24,,382,4,0,0,https://www.coach.me/c/19943183
19943185,Morning Workout,2014-01-24,,228,7,0,0,https://www.coach.me/c/19943185
19943199,Brush Teeth in the Morning,2014-01-24,,166,4,0,0,https://www.coach.me/c/19943199
19954158,Eat vegetables,2014-01-24,,233,1,0,0,https://www.coach.me/c/19954158
19954165,Learn italian,2014-01-24,,14,1,0,0,https://www.coach.me/c/19954165
19997806,Sleep at least 8 hours,2014-01-25,,188,1,0,0,https://www.coach.me/c/19997806
20002598,Morning Workout,2014-01-25,,229,8,0,0,https://www.coach.me/c/20002598
20002605,Pray,2014-01-25,,383,5,0,0,https://www.coach.me/c/20002605
20002609,Read Bible,2014-01-25,,113,1,0,0,https://www.coach.me/c/20002609
20067272,NoP!,2014-01-25,,287,2,0,0,https://www.coach.me/c/20067272
20013023,Cook,2014-01-25,,68,1,0,0,https://www.coach.me/c/20013023
20013025,Drink green tea,2014-01-25,,136,1,0,0,https://www.coach.me/c/20013025
20074871,Drank,2014-01-25,,129,1,0,0,https://www.coach.me/c/20074871
20030867,Stretch in the morning,2014-01-25,,241,3,0,0,https://www.coach.me/c/20030867
20106060,Read,2014-01-26,,219,1,0,0,https://www.coach.me/c/20106060
20106058,NoP!,2014-01-26,,288,3,0,0,https://www.coach.me/c/20106058
20106046,2 hours or less of television,2014-01-26,,245,1,0,0,https://www.coach.me/c/20106046
20067255,Take Multivitamin,2014-01-26,,11,1,0,0,https://www.coach.me/c/20067255
20067256,Stretch in the morning,2014-01-26,,242,4,0,0,https://www.coach.me/c/20067256
20067260,Pray,2014-01-26,,384,6,0,0,https://www.coach.me/c/20067260
20120701,Wash face in the morning,2014-01-27,,158,1,0,0,https://www.coach.me/c/20120701
20120704,Stretch in the morning,2014-01-27,,243,5,0,0,https://www.coach.me/c/20120704
20120710,Pray,2014-01-27,,385,7,0,0,https://www.coach.me/c/20120710
20120713,Morning Workout,2014-01-27,,230,1,0,0,https://www.coach.me/c/20120713
20120717,Drink green tea,2014-01-27,,137,1,0,0,https://www.coach.me/c/20120717
20208766,NoP!,2014-01-27,,289,4,0,0,https://www.coach.me/c/20208766
20148196,Read,2014-01-27,,220,2,0,0,https://www.coach.me/c/20148196
20148204,Take Multivitamin,2014-01-27,,12,2,0,0,https://www.coach.me/c/20148204
20242842,Read Bible,2014-01-28,,114,1,0,0,https://www.coach.me/c/20242842
20242833,Cook,2014-01-28,,69,1,0,0,https://www.coach.me/c/20242833
20208751,Sleep at least 8 hours,2014-01-28,,189,1,0,0,https://www.coach.me/c/20208751
20217498,Pray,2014-01-28,,386,8,0,0,https://www.coach.me/c/20217498
20217503,Take Multivitamin,2014-01-28,,13,3,0,0,https://www.coach.me/c/20217503
20260099,Brush Teeth in the Morning,2014-01-29,,167,1,0,0,https://www.coach.me/c/20260099
20260109,Drink green tea,2014-01-29,,138,1,0,0,https://www.coach.me/c/20260109
20260115,Morning Workout,2014-01-29,,231,1,0,0,https://www.coach.me/c/20260115
20260126,Pray,2014-01-29,,387,9,0,0,https://www.coach.me/c/20260126
20260139,Stretch in the morning,2014-01-29,,244,1,0,0,https://www.coach.me/c/20260139
20260142,Wash face in the morning,2014-01-29,,159,1,0,0,https://www.coach.me/c/20260142
20270437,Read,2014-01-29,,221,1,0,0,https://www.coach.me/c/20270437
20270476,Work on personal Project ,2014-01-29,,31,1,0,0,https://www.coach.me/c/20270476
20293192,Cook,2014-01-29,,70,2,0,0,https://www.coach.me/c/20293192
20293202,Floss,2014-01-29,,48,1,0,0,https://www.coach.me/c/20293202
20293208,NoP!,2014-01-29,,290,1,0,0,https://www.coach.me/c/20293208
20293210,Take Multivitamin,2014-01-29,,14,4,0,0,https://www.coach.me/c/20293210
20366570,Read Bible,2014-01-30,,115,1,0,0,https://www.coach.me/c/20366570
20334305,Brush Teeth in the Morning,2014-01-30,,168,2,0,0,https://www.coach.me/c/20334305
20334310,Drink green tea,2014-01-30,,139,2,0,0,https://www.coach.me/c/20334310
20334314,Floss,2014-01-30,,49,2,0,0,https://www.coach.me/c/20334314
20334318,Morning Workout,2014-01-30,,232,2,0,0,https://www.coach.me/c/20334318
20334322,Pray,2014-01-30,,388,10,0,0,https://www.coach.me/c/20334322
20334332,Sleep at least 8 hours,2014-01-30,,190,1,0,0,https://www.coach.me/c/20334332
20334333,Stretch in the morning,2014-01-30,,245,2,0,0,https://www.coach.me/c/20334333
20334339,Wash face in the morning,2014-01-30,,160,2,0,0,https://www.coach.me/c/20334339
20350986,Eat vegetables,2014-01-30,,234,1,0,0,https://www.coach.me/c/20350986
20350992,Take Multivitamin,2014-01-30,,15,5,0,0,https://www.coach.me/c/20350992
20422110,NoP!,2014-01-31,,291,1,0,0,https://www.coach.me/c/20422110
20422105,Eat vegetables,2014-01-31,,235,2,0,0,https://www.coach.me/c/20422105
20422099,Drank,2014-01-31,,130,1,0,0,https://www.coach.me/c/20422099
20422095,2 hours or less of television,2014-01-31,,246,1,0,0,https://www.coach.me/c/20422095
20384655,Wash face in the morning,2014-01-31,,161,3,0,0,https://www.coach.me/c/20384655
20384656,Stretch in the morning,2014-01-31,,246,3,0,0,https://www.coach.me/c/20384656
20384658,Sleep at least 8 hours,2014-01-31,,191,2,0,0,https://www.coach.me/c/20384658
20384667,Morning Workout,2014-01-31,,233,3,0,0,https://www.coach.me/c/20384667
20384683,Pray,2014-01-31,,389,11,0,0,https://www.coach.me/c/20384683
20400276,Drink green tea,2014-01-31,,140,3,0,0,https://www.coach.me/c/20400276
20400281,Read feedly,2014-01-31,,53,1,0,0,https://www.coach.me/c/20400281
20400284,Read Bible,2014-01-31,,116,2,0,0,https://www.coach.me/c/20400284
20489971,Drank,2014-02-01,,131,2,0,0,https://www.coach.me/c/20489971
20439646,Drink green tea,2014-02-01,,141,4,0,0,https://www.coach.me/c/20439646
20439656,Pray,2014-02-01,,390,12,0,0,https://www.coach.me/c/20439656
20458550,Eat vegetables,2014-02-01,,236,3,0,0,https://www.coach.me/c/20458550
20458562,Wash face in the morning,2014-02-01,,162,4,0,0,https://www.coach.me/c/20458562
20458565,Run,2014-02-01,,24,1,0,0,https://www.coach.me/c/20458565
20461713,Learn italian,2014-02-01,,15,1,0,0,https://www.coach.me/c/20461713
